"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"1306","vi. 63","pl&aacute;tano","food","rightpredicate1","bueno",0.27,"quality",0.73
"1307","vi. 63","zanahoria","food","rightpredicate1","morado",0.79,"color",0.21
"1308","vi. 63","zanahoria","food","rightpredicate1","bueno",0.26,"quality",0.74
"1309","vi. 63","ventilador","furniture","rightpredicate1","suave",0.24,"texture",0.76
"1310","vi. 63","zanahoria","food","rightpredicate1","nuevo",0.2,"age",0.8
"1311","vi. 63","sof&aacute; ","furniture","rightpredicate1","malo",0.82,"quality",0.18
"1312","vi. 63","sof&aacute; ","furniture","rightpredicate1","liso",0.22,"texture",0.78
"1313","vi. 63","sof&aacute; ","furniture","rightpredicate1","bueno",0.8,"quality",0.2
"1314","vi. 63","ventilador","furniture","rightpredicate1","grande",0.22,"size",0.78
"1315","vi. 63","pl&aacute;tano","food","rightpredicate1","marr&oacute;n",0.26,"color",0.74
"1316","vi. 63","zanahoria","food","rightpredicate1","rojo",0.22,"color",0.78
"1317","vi. 63","silla","furniture","rightpredicate1","duro",0.28,"texture",0.72
"1318","vi. 63","tomate","food","rightpredicate1","redondo",0.24,"shape",0.76
"1319","vi. 63","ventilador","furniture","rightpredicate1","suave",0.79,"texture",0.21
"1320","vi. 63","sof&aacute; ","furniture","rightpredicate1","verde",0.27,"color",0.73
"1321","vi. 63","queso","food","rightpredicate1","americano",0.77,"nationality",0.23
"1322","vi. 63","manzana","food","rightpredicate1","azul",0.2,"color",0.8
"1323","vi. 63","zanahoria","food","rightpredicate1","espa&ntilde;ol",0.27,"nationality",0.73
"1324","vi. 63","ventilador","furniture","rightpredicate1","grande",0.66,"size",0.34
"1325","vi. 63","sof&aacute; ","furniture","rightpredicate1","redondo",0.29,"shape",0.71
"1326","vi. 63","escritorio","furniture","rightpredicate1","duro",0.74,"texture",0.26
"1327","vi. 64","zanahoria","food","rightpredicate1","corto",0.7,"size",0.3
"1328","vi. 64","manzana","food","rightpredicate1","rojo",0.26,"color",0.74
"1329","vi. 64","queso","food","rightpredicate1","cuadrado",0.76,"shape",0.24
"1330","vi. 64","ventilador","furniture","rightpredicate1","enorme",0.25,"size",0.75
"1331","vi. 64","pl&aacute;tano","food","rightpredicate1","corto",0.25,"size",0.75
"1332","vi. 64","pl&aacute;tano","food","rightpredicate1","nuevo",0.4,"age",0.6
"1333","vi. 64","ventilador","furniture","rightpredicate1","viejo",0.87,"age",0.13
"1334","vi. 64","zanahoria","food","rightpredicate1","bueno",0.89,"quality",0.11
"1335","vi. 64","sof&aacute; ","furniture","rightpredicate1","liso",0.09,"texture",0.91
"1336","vi. 64","sof&aacute; ","furniture","rightpredicate1","min&uacute;sculo",0.05,"size",0.95
"1337","vi. 64","manzana","food","rightpredicate1","azul",0.19,"color",0.81
"1338","vi. 64","escritorio","furniture","rightpredicate1","espa&ntilde;ol",0.2,"nationality",0.8
"1339","vi. 64","escritorio","furniture","rightpredicate1","rojo",0.87,"color",0.13
"1340","vi. 64","queso","food","rightpredicate1","nuevo",0.16,"age",0.84
"1341","vi. 64","zanahoria","food","rightpredicate1","azul",0.8,"color",0.2
"1342","vi. 64","ventilador","furniture","rightpredicate1","cuadrado",0.83,"shape",0.17
"1343","vi. 64","televisi&oacute;n ","furniture","rightpredicate1","liso",0.76,"texture",0.24
"1344","vi. 64","tomate","food","rightpredicate1","verde",0.17,"color",0.83
"1345","vi. 64","sof&aacute; ","furniture","rightpredicate1","amarillo",0.25,"color",0.75
"1346","vi. 64","escritorio","furniture","rightpredicate1","redondo",0.36,"shape",0.64
"1347","vi. 64","ventilador","furniture","rightpredicate1","enorme",0.27,"size",0.73
"1348","vi. 64","queso","food","rightpredicate1","azul",0.2,"color",0.8
"1349","vi. 64","silla","furniture","rightpredicate1","suave",0.12,"texture",0.88
"1350","vi. 64","pl&aacute;tano","food","rightpredicate1","peque&ntilde;o",0.12,"size",0.88
"1351","vi. 64","manzana","food","rightpredicate1","morado",0.87,"color",0.13
"1352","vi. 64","escritorio","furniture","rightpredicate1","morado",0.87,"color",0.13
"1353","vi. 65","sof&aacute; ","furniture","rightpredicate1","redondo",0.5,"shape",0.5
"1354","vi. 65","tomate","food","rightpredicate1","duro",0.62,"texture",0.38
"1355","vi. 65","queso","food","rightpredicate1","azul",0.74,"color",0.26
"1356","vi. 65","manzana","food","rightpredicate1","amarillo",0.67,"color",0.33
"1357","vi. 65","ventilador","furniture","rightpredicate1","cuadrado",0.75,"shape",0.25
"1358","vi. 65","sof&aacute; ","furniture","rightpredicate1","fresco",0.19,"age",0.81
"1359","vi. 65","televisi&oacute;n ","furniture","rightpredicate1","espa&ntilde;ol",0.53,"nationality",0.47
"1360","vi. 65","manzana","food","rightpredicate1","espa&ntilde;ol",0.84,"nationality",0.16
"1361","vi. 65","escritorio","furniture","rightpredicate1","nuevo",0.72,"age",0.28
"1362","vi. 65","silla","furniture","rightpredicate1","morado",0.52,"color",0.48
"1363","vi. 65","pl&aacute;tano","food","rightpredicate1","viejo",0.5,"age",0.5
"1364","vi. 65","silla","furniture","rightpredicate1","bueno",0.34,"quality",0.66
"1365","vi. 65","pl&aacute;tano","food","rightpredicate1","americano",0.71,"nationality",0.29
"1366","vi. 65","pl&aacute;tano","food","rightpredicate1","liso",0.69,"texture",0.31
"1367","vi. 65","silla","furniture","rightpredicate1","podrido",0.5,"age",0.5
"1368","vi. 65","silla","furniture","rightpredicate1","largo",0.53,"size",0.47
"1369","vi. 65","ventilador","furniture","rightpredicate1","espa&ntilde;ol",0.68,"nationality",0.32
"1370","vi. 65","ventilador","furniture","rightpredicate1","marr&oacute;n",0.7,"color",0.3
"1371","vi. 65","manzana","food","rightpredicate1","grande",0.52,"size",0.48
"1372","vi. 65","pl&aacute;tano","food","rightpredicate1","rojo",0.52,"color",0.48
"1373","vi. 65","televisi&oacute;n ","furniture","rightpredicate1","verde",0.26,"color",0.74
"1374","vi. 65","ventilador","furniture","rightpredicate1","bueno",0.33,"quality",0.67
"1375","vi. 65","zanahoria","food","rightpredicate1","fresco",0.25,"age",0.75
"1376","vi. 65","ventilador","furniture","rightpredicate1","fresco",0.68,"age",0.32
"1377","vi. 65","pl&aacute;tano","food","rightpredicate1","peque&ntilde;o",0.5,"size",0.5
"1378","vi. 65","manzana","food","rightpredicate1","espa&ntilde;ol",0.28,"nationality",0.72
"1379","0","ventilador","furniture","rightpredicate1","suave",0.93,"texture",0.0700000000000001
"1380","0","ventilador","furniture","rightpredicate1","morado",0.12,"color",0.88
"1381","0","televisi&oacute;n ","furniture","rightpredicate1","cuadrado",0,"shape",1
"1382","0","ventilador","furniture","rightpredicate1","peque&ntilde;o",0.77,"size",0.23
"1383","0","tomate","food","rightpredicate1","peque&ntilde;o",0.83,"size",0.17
"1384","0","televisi&oacute;n ","furniture","rightpredicate1","azul",0.64,"color",0.36
"1385","0","sof&aacute; ","furniture","rightpredicate1","verde",0.16,"color",0.84
"1386","0","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",0.2,"size",0.8
"1387","0","queso","food","rightpredicate1","nuevo",0.23,"age",0.77
"1388","0","ventilador","furniture","rightpredicate1","bueno",0.07,"quality",0.93
"1389","0","manzana","food","rightpredicate1","azul",0.95,"color",0.05
"1390","0","queso","food","rightpredicate1","largo",0.1,"size",0.9
"1391","0","silla","furniture","rightpredicate1","morado",0.24,"color",0.76
"1392","0","sof&aacute; ","furniture","rightpredicate1","azul",0.41,"color",0.59
"1393","0","silla","furniture","rightpredicate1","rojo",0.85,"color",0.15
"1394","0","silla","furniture","rightpredicate1","bueno",0.39,"quality",0.61
"1395","0","queso","food","rightpredicate1","amarillo",0.92,"color",0.08
"1396","0","queso","food","rightpredicate1","podrido",0.8,"age",0.2
"1397","0","manzana","food","rightpredicate1","peque&ntilde;o",0.72,"size",0.28
"1398","0","manzana","food","rightpredicate1","malo",0.23,"quality",0.77
"1399","0","manzana","food","rightpredicate1","bueno",0.82,"quality",0.18
"1400","0","manzana","food","rightpredicate1","malo",0.16,"quality",0.84
"1401","0","pl&aacute;tano","food","rightpredicate1","duro",0.26,"texture",0.74
"1402","0","sof&aacute; ","furniture","rightpredicate1","largo",0.21,"size",0.79
"1403","0","escritorio","furniture","rightpredicate1","peque&ntilde;o",0.33,"size",0.67
"1404","0","queso","food","rightpredicate1","duro",0.57,"texture",0.43
"1405","3","queso","food","rightpredicate1","americano",0,"nationality",1
"1406","3","pl&aacute;tano","food","rightpredicate1","amarillo",0.95,"color",0.05
"1407","3","sof&aacute; ","furniture","rightpredicate1","morado",0.0600000000000001,"color",0.94
"1408","3","televisi&oacute;n ","furniture","rightpredicate1","grande",0.96,"size",0.04
"1409","3","queso","food","rightpredicate1","verde",0.98,"color",0.02
"1410","3","pl&aacute;tano","food","rightpredicate1","americano",0.04,"nationality",0.96
"1411","3","ventilador","furniture","rightpredicate1","enorme",0.03,"size",0.97
"1412","3","pl&aacute;tano","food","rightpredicate1","duro",0.96,"texture",0.04
"1413","3","escritorio","furniture","rightpredicate1","espa&ntilde;ol",0.03,"nationality",0.97
"1414","3","sof&aacute; ","furniture","rightpredicate1","americano",0.02,"nationality",0.98
"1415","3","silla","furniture","rightpredicate1","fresco",0.96,"age",0.04
"1416","3","televisi&oacute;n ","furniture","rightpredicate1","bueno",0.04,"quality",0.96
"1417","3","ventilador","furniture","rightpredicate1","grande",0.97,"size",0.03
"1418","3","televisi&oacute;n ","furniture","rightpredicate1","grande",0.99,"size",0.01
"1419","3","silla","furniture","rightpredicate1","morado",0.04,"color",0.96
"1420","3","televisi&oacute;n ","furniture","rightpredicate1","largo",1,"size",0
"1421","3","televisi&oacute;n ","furniture","rightpredicate1","rojo",0.97,"color",0.03
"1422","3","silla","furniture","rightpredicate1","viejo",0.98,"age",0.02
"1423","3","sof&aacute; ","furniture","rightpredicate1","duro",0.95,"texture",0.05
"1424","3","manzana","food","rightpredicate1","enorme",0.96,"size",0.04
"1425","3","ventilador","furniture","rightpredicate1","suave",0.98,"texture",0.02
"1426","3","televisi&oacute;n ","furniture","rightpredicate1","grande",0.96,"size",0.04
"1427","3","manzana","food","rightpredicate1","espa&ntilde;ol",0.05,"nationality",0.95
"1428","3","manzana","food","rightpredicate1","duro",0.99,"texture",0.01
"1429","3","pl&aacute;tano","food","rightpredicate1","bueno",0.01,"quality",0.99
"1430","3","manzana","food","rightpredicate1","suave",0.96,"texture",0.04
"1431","6","sof&aacute; ","furniture","rightpredicate1","largo",1,"size",0
"1432","6","manzana","food","rightpredicate1","malo",0,"quality",1
"1433","6","tomate","food","rightpredicate1","corto",0.12,"size",0.88
"1434","6","televisi&oacute;n ","furniture","rightpredicate1","duro",0,"texture",1
"1435","6","zanahoria","food","rightpredicate1","americano",0,"nationality",1
"1436","6","silla","furniture","rightpredicate1","azul",0.99,"color",0.01
"1437","6","sof&aacute; ","furniture","rightpredicate1","liso",0.79,"texture",0.21
"1438","6","sof&aacute; ","furniture","rightpredicate1","fresco",0.12,"age",0.88
"1439","6","zanahoria","food","rightpredicate1","marr&oacute;n",0.04,"color",0.96
"1440","6","silla","furniture","rightpredicate1","liso",1,"texture",0
"1441","6","manzana","food","rightpredicate1","min&uacute;sculo",1,"size",0
"1442","6","tomate","food","rightpredicate1","marr&oacute;n",0,"color",1
"1443","6","sof&aacute; ","furniture","rightpredicate1","viejo",0.87,"age",0.13
"1444","6","televisi&oacute;n ","furniture","rightpredicate1","fresco",0.23,"age",0.77
"1445","6","tomate","food","rightpredicate1","malo",0,"quality",1
"1446","6","queso","food","rightpredicate1","marr&oacute;n",0.01,"color",0.99
"1447","6","ventilador","furniture","rightpredicate1","corto",0,"size",1
"1448","6","pl&aacute;tano","food","rightpredicate1","largo",0,"size",1
"1449","6","silla","furniture","rightpredicate1","malo",0.31,"quality",0.69
"1450","6","sof&aacute; ","furniture","rightpredicate1","verde",0.01,"color",0.99
"1451","6","tomate","food","rightpredicate1","mexicano",1,"nationality",0
"1452","6","ventilador","furniture","rightpredicate1","nuevo",0.81,"age",0.19
"1453","6","televisi&oacute;n ","furniture","rightpredicate1","suave",0.26,"texture",0.74
"1454","6","ventilador","furniture","rightpredicate1","rojo",0.13,"color",0.87
"1455","6","ventilador","furniture","rightpredicate1","peque&ntilde;o",0.32,"size",0.68
"1456","6","ventilador","furniture","rightpredicate1","podrido",0.02,"age",0.98
"1457","7","zanahoria","food","rightpredicate1","viejo",0.26,"age",0.74
"1458","7","manzana","food","rightpredicate1","viejo",0.04,"age",0.96
"1459","7","silla","furniture","rightpredicate1","peque&ntilde;o",0.05,"size",0.95
"1460","7","ventilador","furniture","rightpredicate1","liso",0.38,"texture",0.62
"1461","7","silla","furniture","rightpredicate1","peque&ntilde;o",0.86,"size",0.14
"1462","7","televisi&oacute;n ","furniture","rightpredicate1","malo",0.21,"quality",0.79
"1463","7","queso","food","rightpredicate1","duro",0.99,"texture",0.01
"1464","7","ventilador","furniture","rightpredicate1","peque&ntilde;o",0,"size",1
"1465","7","tomate","food","rightpredicate1","grande",0.01,"size",0.99
"1466","7","zanahoria","food","rightpredicate1","redondo",0.18,"shape",0.82
"1467","7","zanahoria","food","rightpredicate1","min&uacute;sculo",0.27,"size",0.73
"1468","7","sof&aacute; ","furniture","rightpredicate1","liso",0.95,"texture",0.05
"1469","7","televisi&oacute;n ","furniture","rightpredicate1","suave",0.32,"texture",0.68
"1470","7","escritorio","furniture","rightpredicate1","corto",0.16,"size",0.84
"1471","7","manzana","food","rightpredicate1","amarillo",0.16,"color",0.84
"1472","7","tomate","food","rightpredicate1","marr&oacute;n",0.19,"color",0.81
"1473","7","zanahoria","food","rightpredicate1","peque&ntilde;o",0.15,"size",0.85
"1474","7","pl&aacute;tano","food","rightpredicate1","mexicano",0.87,"nationality",0.13
"1475","7","silla","furniture","rightpredicate1","bueno",0.22,"quality",0.78
"1476","7","zanahoria","food","rightpredicate1","malo",0.25,"quality",0.75
"1477","7","sof&aacute; ","furniture","rightpredicate1","nuevo",0.17,"age",0.83
"1478","7","escritorio","furniture","rightpredicate1","azul",0.86,"color",0.14
"1479","7","pl&aacute;tano","food","rightpredicate1","liso",0.24,"texture",0.76
"1480","7","televisi&oacute;n ","furniture","rightpredicate1","mexicano",0.8,"nationality",0.2
"1481","7","silla","furniture","rightpredicate1","azul",0.23,"color",0.77
"1482","7","pl&aacute;tano","food","rightpredicate1","peque&ntilde;o",0.81,"size",0.19
"1483","8","silla","furniture","rightpredicate1","largo",1,"size",0
"1484","8","manzana","food","rightpredicate1","malo",0,"quality",1
"1485","8","televisi&oacute;n ","furniture","rightpredicate1","fresco",0,"age",1
"1486","8","sof&aacute; ","furniture","rightpredicate1","podrido",0,"age",1
"1487","8","zanahoria","food","rightpredicate1","redondo",0,"shape",1
"1488","8","pl&aacute;tano","food","rightpredicate1","enorme",0,"size",1
"1489","8","queso","food","rightpredicate1","viejo",1,"age",0
"1490","8","manzana","food","rightpredicate1","liso",0,"texture",1
"1491","8","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"1492","8","zanahoria","food","rightpredicate1","cuadrado",0,"shape",1
"1493","8","manzana","food","rightpredicate1","americano",1,"nationality",0
"1494","8","manzana","food","rightpredicate1","peque&ntilde;o",0,"size",1
"1495","8","ventilador","furniture","rightpredicate1","americano",0.01,"nationality",0.99
"1496","8","tomate","food","rightpredicate1","espa&ntilde;ol",1,"nationality",0
"1497","8","sof&aacute; ","furniture","rightpredicate1","grande",0,"size",1
"1498","8","tomate","food","rightpredicate1","suave",0.97,"texture",0.03
"1499","8","silla","furniture","rightpredicate1","enorme",0,"size",1
"1500","8","silla","furniture","rightpredicate1","peque&ntilde;o",1,"size",0
"1501","8","zanahoria","food","rightpredicate1","americano",1,"nationality",0
"1502","8","escritorio","furniture","rightpredicate1","mexicano",1,"nationality",0
"1503","8","manzana","food","rightpredicate1","liso",0.01,"texture",0.99
"1504","8","pl&aacute;tano","food","rightpredicate1","morado",0,"color",1
"1505","8","manzana","food","rightpredicate1","podrido",1,"age",0
"1506","8","pl&aacute;tano","food","rightpredicate1","nuevo",0,"age",1
"1507","8","tomate","food","rightpredicate1","rojo",1,"color",0
"1508","8","silla","furniture","rightpredicate1","enorme",1,"size",0
"1509","10","queso","food","rightpredicate1","suave",0.78,"texture",0.22
"1510","10","tomate","food","rightpredicate1","redondo",0.11,"shape",0.89
"1511","10","sof&aacute; ","furniture","rightpredicate1","americano",0.71,"nationality",0.29
"1512","10","silla","furniture","rightpredicate1","amarillo",0.7,"color",0.3
"1513","10","escritorio","furniture","rightpredicate1","viejo",0.78,"age",0.22
"1514","10","ventilador","furniture","rightpredicate1","viejo",0.76,"age",0.24
"1515","10","escritorio","furniture","rightpredicate1","podrido",0.81,"age",0.19
"1516","10","tomate","food","rightpredicate1","cuadrado",0.15,"shape",0.85
"1517","10","escritorio","furniture","rightpredicate1","liso",0.17,"texture",0.83
"1518","10","manzana","food","rightpredicate1","rojo",0.83,"color",0.17
"1519","10","televisi&oacute;n ","furniture","rightpredicate1","azul",0.12,"color",0.88
"1520","10","ventilador","furniture","rightpredicate1","podrido",0.22,"age",0.78
"1521","10","escritorio","furniture","rightpredicate1","mexicano",0.25,"nationality",0.75
"1522","10","escritorio","furniture","rightpredicate1","verde",0.22,"color",0.78
"1523","10","televisi&oacute;n ","furniture","rightpredicate1","grande",0.75,"size",0.25
"1524","10","sof&aacute; ","furniture","rightpredicate1","duro",0.15,"texture",0.85
"1525","10","televisi&oacute;n ","furniture","rightpredicate1","duro",0.17,"texture",0.83
"1526","10","queso","food","rightpredicate1","podrido",0.86,"age",0.14
"1527","10","escritorio","furniture","rightpredicate1","malo",0.22,"quality",0.78
"1528","10","ventilador","furniture","rightpredicate1","redondo",0.19,"shape",0.81
"1529","10","pl&aacute;tano","food","rightpredicate1","podrido",0.22,"age",0.78
"1530","10","escritorio","furniture","rightpredicate1","redondo",0.22,"shape",0.78
"1531","10","televisi&oacute;n ","furniture","rightpredicate1","marr&oacute;n",0.76,"color",0.24
"1532","10","sof&aacute; ","furniture","rightpredicate1","bueno",0.16,"quality",0.84
"1533","10","televisi&oacute;n ","furniture","rightpredicate1","mexicano",0.8,"nationality",0.2
"1534","10","silla","furniture","rightpredicate1","duro",0.17,"texture",0.83
"1535","11","televisi&oacute;n ","furniture","rightpredicate1","cuadrado",0.85,"shape",0.15
"1536","11","tomate","food","rightpredicate1","suave",0.92,"texture",0.08
"1537","11","ventilador","furniture","rightpredicate1","nuevo",0.1,"age",0.9
"1538","11","silla","furniture","rightpredicate1","malo",0.08,"quality",0.92
"1539","11","queso","food","rightpredicate1","liso",0.09,"texture",0.91
"1540","11","queso","food","rightpredicate1","bueno",0.96,"quality",0.04
"1541","11","silla","furniture","rightpredicate1","peque&ntilde;o",0.24,"size",0.76
"1542","11","manzana","food","rightpredicate1","azul",0.91,"color",0.09
"1543","11","televisi&oacute;n ","furniture","rightpredicate1","verde",0.92,"color",0.08
"1544","11","ventilador","furniture","rightpredicate1","min&uacute;sculo",0.95,"size",0.05
"1545","11","queso","food","rightpredicate1","americano",1,"nationality",0
"1546","11","tomate","food","rightpredicate1","azul",0.93,"color",0.0700000000000001
"1547","11","pl&aacute;tano","food","rightpredicate1","duro",0.0600000000000001,"texture",0.94
"1548","11","televisi&oacute;n ","furniture","rightpredicate1","liso",0.09,"texture",0.91
"1549","11","televisi&oacute;n ","furniture","rightpredicate1","redondo",0.97,"shape",0.03
"1550","11","zanahoria","food","rightpredicate1","bueno",0.0600000000000001,"quality",0.94
"1551","11","silla","furniture","rightpredicate1","espa&ntilde;ol",0.96,"nationality",0.04
"1552","11","queso","food","rightpredicate1","espa&ntilde;ol",0.97,"nationality",0.03
"1553","11","manzana","food","rightpredicate1","nuevo",0.1,"age",0.9
"1554","11","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",0.91,"size",0.09
"1555","11","sof&aacute; ","furniture","rightpredicate1","podrido",0.03,"age",0.97
"1556","11","silla","furniture","rightpredicate1","fresco",0.99,"age",0.01
"1557","11","tomate","food","rightpredicate1","grande",1,"size",0
"1558","11","silla","furniture","rightpredicate1","suave",0.09,"texture",0.91
"1559","11","queso","food","rightpredicate1","amarillo",0.9,"color",0.1
"1560","11","ventilador","furniture","rightpredicate1","bueno",0.09,"quality",0.91
"1561","14","queso","food","rightpredicate1","morado",0,"color",1
"1562","14","silla","furniture","rightpredicate1","peque&ntilde;o",0.0600000000000001,"size",0.94
"1563","14","zanahoria","food","rightpredicate1","cuadrado",0.04,"shape",0.96
"1564","14","silla","furniture","rightpredicate1","amarillo",1,"color",0
"1565","14","silla","furniture","rightpredicate1","redondo",0,"shape",1
"1566","14","pl&aacute;tano","food","rightpredicate1","suave",1,"texture",0
"1567","14","manzana","food","rightpredicate1","largo",1,"size",0
"1568","14","queso","food","rightpredicate1","bueno",1,"quality",0
"1569","14","escritorio","furniture","rightpredicate1","espa&ntilde;ol",0,"nationality",1
"1570","14","televisi&oacute;n ","furniture","rightpredicate1","verde",1,"color",0
"1571","14","ventilador","furniture","rightpredicate1","suave",0,"texture",1
"1572","14","escritorio","furniture","rightpredicate1","min&uacute;sculo",0,"size",1
"1573","14","ventilador","furniture","rightpredicate1","nuevo",1,"age",0
"1574","14","escritorio","furniture","rightpredicate1","amarillo",1,"color",0
"1575","14","pl&aacute;tano","food","rightpredicate1","malo",0,"quality",1
"1576","14","tomate","food","rightpredicate1","malo",1,"quality",0
"1577","14","televisi&oacute;n ","furniture","rightpredicate1","suave",0,"texture",1
"1578","14","pl&aacute;tano","food","rightpredicate1","liso",0,"texture",1
"1579","14","queso","food","rightpredicate1","marr&oacute;n",0,"color",1
"1580","14","pl&aacute;tano","food","rightpredicate1","largo",1,"size",0
"1581","14","tomate","food","rightpredicate1","amarillo",0,"color",1
"1582","14","sof&aacute; ","furniture","rightpredicate1","mexicano",0,"nationality",1
"1583","14","silla","furniture","rightpredicate1","malo",1,"quality",0
"1584","14","escritorio","furniture","rightpredicate1","americano",1,"nationality",0
"1585","14","sof&aacute; ","furniture","rightpredicate1","fresco",0,"age",1
"1586","14","ventilador","furniture","rightpredicate1","enorme",1,"size",0
"1587","21","ventilador","furniture","rightpredicate1","liso",0.08,"texture",0.92
"1588","21","tomate","food","rightpredicate1","americano",0.08,"nationality",0.92
"1589","21","televisi&oacute;n ","furniture","rightpredicate1","corto",0.03,"size",0.97
"1590","21","tomate","food","rightpredicate1","espa&ntilde;ol",0.86,"nationality",0.14
"1591","21","escritorio","furniture","rightpredicate1","podrido",0.01,"age",0.99
"1592","21","ventilador","furniture","rightpredicate1","podrido",0.97,"age",0.03
"1593","21","televisi&oacute;n ","furniture","rightpredicate1","azul",0.03,"color",0.97
"1594","21","zanahoria","food","rightpredicate1","azul",0.03,"color",0.97
"1595","21","silla","furniture","rightpredicate1","mexicano",0.12,"nationality",0.88
"1596","21","queso","food","rightpredicate1","viejo",0.05,"age",0.95
"1597","21","ventilador","furniture","rightpredicate1","fresco",0.98,"age",0.02
"1598","21","pl&aacute;tano","food","rightpredicate1","marr&oacute;n",0.96,"color",0.04
"1599","21","sof&aacute; ","furniture","rightpredicate1","nuevo",0.98,"age",0.02
"1600","21","ventilador","furniture","rightpredicate1","liso",0.99,"texture",0.01
"1601","21","silla","furniture","rightpredicate1","min&uacute;sculo",0.96,"size",0.04
"1602","21","escritorio","furniture","rightpredicate1","azul",0.97,"color",0.03
"1603","21","sof&aacute; ","furniture","rightpredicate1","mexicano",0.95,"nationality",0.05
"1604","21","sof&aacute; ","furniture","rightpredicate1","amarillo",0.95,"color",0.05
"1605","21","televisi&oacute;n ","furniture","rightpredicate1","duro",0.93,"texture",0.0700000000000001
"1606","21","pl&aacute;tano","food","rightpredicate1","largo",0.02,"size",0.98
"1607","21","tomate","food","rightpredicate1","corto",0.03,"size",0.97
"1608","21","tomate","food","rightpredicate1","redondo",0.05,"shape",0.95
"1609","21","tomate","food","rightpredicate1","amarillo",0.97,"color",0.03
"1610","21","sof&aacute; ","furniture","rightpredicate1","liso",0.95,"texture",0.05
"1611","21","silla","furniture","rightpredicate1","malo",0.96,"quality",0.04
"1612","21","silla","furniture","rightpredicate1","bueno",0.98,"quality",0.02
"1613","26","ventilador","furniture","rightpredicate1","rojo",0.03,"color",0.97
"1614","26","escritorio","furniture","rightpredicate1","podrido",0.02,"age",0.98
"1615","26","queso","food","rightpredicate1","mexicano",0.97,"nationality",0.03
"1616","26","pl&aacute;tano","food","rightpredicate1","largo",0.97,"size",0.03
"1617","26","queso","food","rightpredicate1","morado",0.03,"color",0.97
"1618","26","tomate","food","rightpredicate1","rojo",0.97,"color",0.03
"1619","26","televisi&oacute;n ","furniture","rightpredicate1","fresco",0.04,"age",0.96
"1620","26","pl&aacute;tano","food","rightpredicate1","cuadrado",0.01,"shape",0.99
"1621","26","sof&aacute; ","furniture","rightpredicate1","espa&ntilde;ol",0.02,"nationality",0.98
"1622","26","silla","furniture","rightpredicate1","peque&ntilde;o",0.98,"size",0.02
"1623","26","ventilador","furniture","rightpredicate1","nuevo",0.02,"age",0.98
"1624","26","manzana","food","rightpredicate1","min&uacute;sculo",0.04,"size",0.96
"1625","26","ventilador","furniture","rightpredicate1","viejo",1,"age",0
"1626","26","sof&aacute; ","furniture","rightpredicate1","peque&ntilde;o",0.99,"size",0.01
"1627","26","zanahoria","food","rightpredicate1","morado",0.47,"color",0.53
"1628","26","tomate","food","rightpredicate1","suave",0,"texture",1
"1629","26","queso","food","rightpredicate1","liso",0.51,"texture",0.49
"1630","26","ventilador","furniture","rightpredicate1","fresco",0.01,"age",0.99
"1631","26","queso","food","rightpredicate1","liso",0.05,"texture",0.95
"1632","26","escritorio","furniture","rightpredicate1","min&uacute;sculo",0.02,"size",0.98
"1633","26","sof&aacute; ","furniture","rightpredicate1","duro",0.48,"texture",0.52
"1634","26","tomate","food","rightpredicate1","verde",0.47,"color",0.53
"1635","26","televisi&oacute;n ","furniture","rightpredicate1","malo",0.03,"quality",0.97
"1636","26","televisi&oacute;n ","furniture","rightpredicate1","grande",0.98,"size",0.02
"1637","26","silla","furniture","rightpredicate1","verde",0.48,"color",0.52
"1638","26","tomate","food","rightpredicate1","morado",0.97,"color",0.03
"1639","28","ventilador","furniture","rightpredicate1","mexicano",0.68,"nationality",0.32
"1640","28","queso","food","rightpredicate1","fresco",0.12,"age",0.88
"1641","28","queso","food","rightpredicate1","marr&oacute;n",0.18,"color",0.82
"1642","28","escritorio","furniture","rightpredicate1","duro",0.51,"texture",0.49
"1643","28","zanahoria","food","rightpredicate1","podrido",0.22,"age",0.78
"1644","28","tomate","food","rightpredicate1","bueno",0.19,"quality",0.81
"1645","28","zanahoria","food","rightpredicate1","espa&ntilde;ol",0.75,"nationality",0.25
"1646","28","televisi&oacute;n ","furniture","rightpredicate1","liso",0.33,"texture",0.67
"1647","28","televisi&oacute;n ","furniture","rightpredicate1","peque&ntilde;o",0.71,"size",0.29
"1648","28","queso","food","rightpredicate1","enorme",0.84,"size",0.16
"1649","28","escritorio","furniture","rightpredicate1","podrido",0.13,"age",0.87
"1650","28","tomate","food","rightpredicate1","americano",0.89,"nationality",0.11
"1651","28","escritorio","furniture","rightpredicate1","peque&ntilde;o",0.14,"size",0.86
"1652","28","televisi&oacute;n ","furniture","rightpredicate1","fresco",0.91,"age",0.09
"1653","28","pl&aacute;tano","food","rightpredicate1","suave",0.11,"texture",0.89
"1654","28","pl&aacute;tano","food","rightpredicate1","rojo",0.82,"color",0.18
"1655","28","escritorio","furniture","rightpredicate1","largo",0.13,"size",0.87
"1656","28","escritorio","furniture","rightpredicate1","grande",0.13,"size",0.87
"1657","28","televisi&oacute;n ","furniture","rightpredicate1","viejo",0.11,"age",0.89
